0.298192771	0.006809774
0.012048193	0.046083398
0.304216867	0.006809774
0.012048193	0.050623701
0.310240964	0.007717835
0.012048193	0.053801914
0	0.000748469
0.31626506	0.017706502
0.012048193	0.053574899
0	0.004666751
0.325301205	0.014755305
0.012048193	0.060158339
0	0.009760971
0.331325301	0.017933517
0.015060241	0.081066436
0.003012048	0.00749082
0	0.00794485
0.340361446	0.017933517
0.015060241	0.098546603
0	0.005220668
0.003012048	0.007558924
0.34939759	0.016389814
0.015060241	0.10792233
0	0.005220668
0.003012048	0.008478335
0.358433735	0.01048742
0.015060241	0.112666947
0.048192771	0.000339842
0	0.006162781
0.364457831	0.008807507
0.003012048	0.013810922
0.018072289	0.111009736
0.051204819	0.00031714
0	0.006355744
0.370481928	0.007479469
0.003012048	0.013620229
0.018072289	0.107661262
0	0.004646319
0.373493976	0.009826806
0.003012048	0.011127603
0.018072289	0.11225832
0.054216867	0.000328491
0	0.001588425
0.379518072	0.011123062
0.006024096	0.011554391
0.018072289	0.104437647
0.38253012	0.003204773
0.054216867	0.008807507
0	0.063838254
0.021084337	0.134055181
0	0.001134395
0.388554217	0.01123657
0.006024096	0.021679268
0.021084337	0.115777055
0.204819277	1.07E-05
0.394578313	0.01123657
0.006024096	0.024993689
0.021084337	0.116912131
0.03313253	1.07E-05
0.210843373	6.74E-05
0.060240964	0.000407946
0.036144578	0.003631562
0.403614458	0.011350077
0.006024096	0.034051594
0.015060241	0.113506903
0.021084337	0.120385463
0.126506024	3.79E-05
0.21686747	8.33E-05
0.060240964	0.000339842
0.03313253	0.003415897
0.039156627	0.003631562
0.415662651	0.011427263
0.006024096	0.061293414
0.015060241	0.13620842
0.024096386	0.148240224
0.13253012	4.47E-05
0.081325301	9.01E-05
0.222891566	9.01E-05
0.003012048	0.000226334
0.063253012	0.000453349
0.036144578	0.003486272
0.039156627	0.003631562
0.424698795	0.011461315
0.054216867	0.029533992
0.009036145	0.079840554
0.277108434	0.090805386
0.024096386	0.161289056
0.018072289	0.266785275
0.138554217	7.88E-05
0.084337349	9.01E-05
0.06626506	0.000453349
0.003012048	0.001588425
0.036144578	0.003529405
0.039156627	0.004040189
0.213855422	0.022700836
0.436746988	0.053247997
0.060240964	0.074914324
0.012048193	0.111917797
0.027108434	0.138730558
0.295180723	0.324229193
0.021084337	0.454029655
0.039156627	0.000233145
0.144578313	0.000237685
0.087349398	0.000271737
0.06626506	0.000407946
0.003012048	0.00090738
0.042168675	0.003858577
0.219879518	0.020333068
0.448795181	0.053254807
0.015060241	0.125538707
0.030120482	0.130928047
0.021084337	0.158909937
0.060240964	0.355278057
